"ARIMA","ARIMAX","ETS","ADL","VAR","FAVAR"
0.153390701564552,0.165993457910297,0.139388459445734,0.191895675074204,0.296019474509898,0.178482983691154
0.19567838038683,0.150406437945545,0.232663118289572,0.17573839448879,0.288835785058911,0.228238816664204
0.223278741802038,0.212304830417083,0.268226521209423,0.242799311542138,0.243001966520315,0.260226186693818
0.167997230646116,0.224884177553841,0.219999692976023,0.242872496073234,0.154998638177117,0.188108668052275
0.144492597124775,0.214696866156977,0.188615569251418,0.207827830777329,0.102890385812983,0.147614312002427
0.114080241406588,0.161676383587513,0.0830421787180621,0.165647113065773,-0.0446719351063815,0.090277237740034
0.105704301800883,0.100378847485272,0.0471296558023362,0.115626340725556,0.145308639853751,0.079868946512224
0.142291674990797,0.0860600494560596,0.0742996355832865,0.0792250425548462,0.18771982283113,0.131957710607912
0.163048850163047,0.0982408206683618,0.119449537798669,0.105190688600416,0.0339919515249932,0.153686152725948
0.134850859299134,0.146062653406922,0.119933247005222,0.146305090869685,0.0969691728183728,0.141046272187014
0.146861938159574,0.134468252418333,0.15195263887254,0.146177737480749,0.184386780342931,0.134028123201879
0.164557262252223,0.149689902245987,0.17354834008065,0.164953717114611,0.14664882298969,0.146677321442349
0.146199280763356,0.161011237535423,0.151671533186163,0.181181717056775,0.162228051533022,0.153782995010407
0.160659854243334,0.154938393452229,0.179134700005438,0.165571649663083,0.196662188749087,0.175269119300195
0.161324147360925,0.165771500359749,0.164491006673969,0.17703010071658,0.128383357845954,0.175003152052835
0.142266711947783,0.158309349140188,0.142909856367719,0.152881916451371,0.0735446251078708,0.155697671458181
0.139992056827642,0.151124956224363,0.131603774936621,0.147809716698334,0.142131310007785,0.156850203401372
0.146798284486645,0.132510559015142,0.12618808138853,0.113867136824304,0.17282906569224,0.169493669917953
0.164454876252332,0.137423196309306,0.159743259504215,0.144239743508009,0.193992479756912,0.173955867588932
0.192530740930902,0.159800587589295,0.214094451406436,0.157849045381896,0.226524123231844,0.206293300605396
0.202676368439406,0.196777000547961,0.253464531836438,0.191434955358613,0.221597547560432,0.236524436693225
0.22242680483632,0.227060993511384,0.308495119259922,0.235101075790573,0.259616350003786,0.25557464522521
0.278602479748803,0.261618470876521,0.406663915059143,0.273242910728928,0.215150866156655,0.303097176525939
0.237146724455563,0.327520138118291,0.363370848225687,0.325826617193422,0.179987298733139,0.273957427031791
0.215150580647661,0.300318942642294,0.343020043324662,0.305788622980216,0.205739445749009,0.239915300317035
0.204458710862407,0.282277762295524,0.283521015286812,0.261583028719271,0.199714140394368,0.225152381104326
0.167270606384659,0.227077602908539,0.194441763716428,0.222803689839797,0.282055116131396,0.192281334275514
0.233815683505776,0.182327268013085,0.2782325684126,0.182778458119363,0.290611809822376,0.271444257127132
0.213783593429584,0.248162030924129,0.253682563000576,0.259106738639048,0.1698093905777,0.247068619268103
0.167654006907988,0.230243703144113,0.23626831508323,0.225352877326661,0.127661583692544,0.19773584079621
0.147015187924261,0.220457731130382,0.188982759686688,0.221649871033207,0.160848721428734,0.170189709007377
0.157079359326721,0.153175802649928,0.134755586171558,0.179548781758597,0.18761720393739,0.166126982489053
0.17265308005784,0.141760823398958,0.137303004409499,0.129315828156429,0.360857168217547,0.201197695648904
0.309344145075257,0.158756370500945,0.348244023616658,0.165263502761772,0.323880363548688,0.332763410650834
0.287501031385572,0.312387034722767,0.366754349476714,0.337453311035321,0.264390767648353,0.290480309206097
0.215603045902248,0.329596981750926,0.369136374513426,0.337532791044047,0.276997381850583,0.224915970806553
0.262188993416978,0.328163720089657,0.403992000418267,0.338847426533155,0.156108897202713,0.255880443145288
0.169845373413947,0.284507141802118,0.186065811471619,0.331514159405569,0.240293214399074,0.182161865626805
0.16305088847265,0.174151119779695,0.178047192016882,0.174025431338721,0.308171135910741,0.188321906023741
0.173629767846052,0.182225427768573,0.139948307529474,0.159999357573592,0.209317187231944,0.227629270753094
0.164910815277531,0.12375661319686,0.0967958268785676,0.1626290075963,0.174144299285776,0.174782617164695
0.146414650009686,0.148665122974814,0.106491989710428,0.128204085448435,0.159990233001882,0.137282860370672
0.155918580735866,0.127903172276938,0.109231611174468,0.137088194541681,0.0607427681417822,0.129763542441056
0.172638432558488,0.1319730182358,0.121628816534006,0.139776341056594,0.0919861700277298,0.142657666189057
0.184680021467469,0.145521928331601,0.152567220662204,0.14201850053391,0.165673291852675,0.1568509825557
