"ARIMA","ARIMAX","ETS","ADL","VAR","FAVAR"
0.156362483487399,0.165993457910297,0.139384024679271,0.191895675074204,0.272898452433659,0.177334642621034
0.159703777226143,0.145927713337662,0.233195327631693,0.180233585748483,0.170229888298156,0.153274204638025
0.165087743554787,0.233158881825079,0.270165494885422,0.237079803263586,0.149954083363035,0.153150295941119
0.158396938472573,0.223632517478502,0.216593230072671,0.243356322487434,0.146795285604876,0.143144500259668
0.158894823714508,0.210569236988801,0.186973042224524,0.209054541838453,0.115422169146561,0.16263483201079
0.151716011291225,0.145628740991693,0.0748708711685186,0.177566649359021,0.106285488865711,0.153557891845782
0.140268185143135,0.0894941751738958,0.0454284537115719,0.125909851467832,0.0849444283953617,0.140293021673231
0.151490650748397,0.0737063641169659,0.0761177968884093,0.0831018691709176,0.119155557469899,0.160035345920781
0.14504802116311,0.103295891134737,0.121548315010172,0.107366849284691,0.0986638980071636,0.172551040712192
0.149037260577129,0.148109944619796,0.120013816331893,0.147895094716895,0.13525262593676,0.155934294291533
0.154593790761638,0.134981247844344,0.153561123763729,0.14754101649599,0.144991850037404,0.172248198962351
0.154505612702599,0.153736217302954,0.174675796838519,0.160608441629515,0.144865822075548,0.187749406133495
0.152123872648981,0.165509637743963,0.150598598355662,0.17220405880894,0.135276889930124,0.175294020416215
0.151014061344912,0.162885547663575,0.18082282627468,0.185284507559455,0.122254942291404,0.178240811222512
0.153010446922498,0.171358342057744,0.163594320123496,0.151476362746427,0.142701540833021,0.170840855036163
0.141511095530903,0.163580066141261,0.141563772214613,0.140138827620192,0.111209302448476,0.165581792718829
0.150762092766357,0.148031389507169,0.130888237345275,0.145527303386245,0.134919427344561,0.179140099660016
0.150808757351137,0.12753715396692,0.125843214614665,0.100173386242564,0.139781488191739,0.178374522061694
0.149536207480382,0.131794545350771,0.161813529923979,0.130662890138667,0.132497902963234,0.200817423508069
0.156746770870963,0.162881943671824,0.217476534356676,0.147176859436299,0.144545868840349,0.206230068872522
0.155276527216338,0.213678913630638,0.257820779944232,0.232578700562435,0.148336086409674,0.203209754451438
0.159858723983967,0.239307304498119,0.314490579867076,0.250513744823563,0.183041271795022,0.206531826351906
0.168279893947628,0.274497649199854,0.414238246642051,0.273953345691319,0.183999080659386,0.21642049293357
0.173440521163826,0.345280380116154,0.35977716863226,0.333987086030549,0.157581755799429,0.204821592611867
0.165017993166828,0.306143614466718,0.341175879383831,0.309667158761531,0.157494307797685,0.200474339707386
0.166248910433862,0.269672614519837,0.277887709730009,0.250825480320943,0.164047939737747,0.200041653706134
0.157474694403071,0.205476964626757,0.18904534211085,0.233433338645956,0.178207337820951,0.18585201281401
0.168194875849948,0.180189190929803,0.283603546625184,0.197606655459706,0.206522694687307,0.227866182144695
0.15642826753008,0.259258376366508,0.251435766373419,0.259426149768066,0.218546671284395,0.249616071956751
0.151217983269112,0.229113576502178,0.234337437169755,0.224781346612333,0.175372248729677,0.226922826583747
0.164642572075306,0.206910181539003,0.187307839310456,0.228924197233778,0.176920110719574,0.192276999895461
0.157277533321641,0.147948928306673,0.131872891041317,0.18839003873931,0.166477479094758,0.175133077450323
0.155287522210175,0.148988875291865,0.137352343777961,0.106858368202409,0.181423351927346,0.195145511627571
0.180452719965476,0.141777665610988,0.3620747472603,0.191268751346255,0.215696727289493,0.246790153373198
0.159845185075708,0.335236690899685,0.367899891476928,0.385648329103944,0.216916445184419,0.270799784331892
0.1604664233421,0.341250911773112,0.369325177038441,0.329839977004044,0.266033115323025,0.27610732569552
0.172237103209237,0.32328576723935,0.406226423650374,0.374743806364024,0.213981315735232,0.267744809651848
0.155921622982885,0.284468255113065,0.170563981183602,0.320718005748791,0.182075540279941,0.213994602090665
0.167631560825582,0.139642294142294,0.176569979074007,0.143558602569415,0.184239007116009,0.186069104848034
0.173749831016285,0.171210151345141,0.137396249486097,0.146625481917914,0.15284903687181,0.177916770000915
0.163755246073179,0.109204527746644,0.0939008796297283,0.149173985456065,0.112236197013914,0.173652514992266
0.162712052346738,0.141510525288808,0.10714529469154,0.122400343248686,0.0919599484639943,0.184832900040496
0.162596784015663,0.109866977718422,0.109416632821605,0.12877480447415,0.0184977905985955,0.193783155446817
0.162288397255238,0.124610503069972,0.122465463041892,0.120949906156319,0.078663118711481,0.204891989970988
0.161222487985746,0.13536358876238,0.154644927804403,0.142141061633278,0.12491860169237,0.198200227466397
0.16127189967409,0.173018677446541,0.150744890112027,0.160394726768134,0.146037683588009,0.200744926237297
0.161316061283584,0.154265690901053,0.130336927823642,0.129343330480693,0.0772865769359293,0.201135029273198
0.161573054897185,0.134857111778631,0.0801765989533071,0.121489455306907,0.0534934442967617,0.211740579566452
0.150741963233744,0.0830862610247378,0.0708906184320837,0.0773843144763523,0.0934779818165158,0.223091144244505
0.160002612253183,0.0920933216315909,0.112524685720311,0.0899742472945873,0.0432986738425302,0.20618019459673
0.163999048507888,0.134574416974652,0.107492669739171,0.10950033836518,0.0710470941807108,0.217132642629454
0.153097894130192,0.139062707045853,0.0904302282152828,0.1022421998705,0.0269598445920356,0.222219310850432
