"Series 1","Series 2","Series 3","Series 4","Series 5","Series 6"
0.144917360130642,0.165993457910297,0.139389996428215,0.191895675074204,0.307331313152489,0.152579358643397
0.229842317286428,0.145927713337662,0.233176105013079,0.180233585748483,0.260192980200274,0.256021453336982
0.234354643850842,0.233158881825079,0.270165494885422,0.237079803263586,0.205682438782854,0.240151600334688
0.199984851993381,0.223632517478502,0.216593230072671,0.243356322487434,0.177950968199462,0.215917196853511
0.151071011949869,0.210569236988801,0.186973042224524,0.209054541838453,0.0906097047765017,0.151416619017916
0.0722933388966319,0.145628740991693,0.0748708711685186,0.177566649359021,-0.0153949320480866,0.0895331550798594
0.0801984272867955,0.0894941751738958,0.0454284537115719,0.125909851467832,0.094158945384567,0.0442377264601634
0.103503063664327,0.0737063641169659,0.0761177968884093,0.0831018691709176,0.168271217189748,0.111118497573458
0.160071025782566,0.103295891134737,0.121548315010172,0.107366849284691,0.10456963235047,0.156132092438466
0.137085239833039,0.148109944619796,0.120013816331893,0.147895094716895,0.134067174227902,0.121539787244356
0.14581983547693,0.134981247844344,0.153561123763729,0.14754101649599,0.154518782727845,0.151999536678648
0.16522246686433,0.153736217302954,0.174675796838519,0.160608441629515,0.152547475096651,0.146339878666458
0.163724999808223,0.165509637743963,0.150598598355662,0.17220405880894,0.166817750730354,0.151447713066087
0.169108120293316,0.162885547663575,0.18082282627468,0.185284507559455,0.175357026309611,0.17746967394974
0.149069071021517,0.171358342057744,0.163594320123496,0.151476362746427,0.174660786944344,0.169189915152399
0.141514137864755,0.163580066141261,0.141563772214613,0.140138827620192,0.0695205289294955,0.156032152624229
0.127406026824859,0.148031389507169,0.130888237345275,0.145527303386245,0.105441140528983,0.129824703974811
0.132909483258163,0.12753715396692,0.125843214614665,0.100173386242564,0.197184082973035,0.147147608854834
0.166230440137806,0.131794545350771,0.161813529923979,0.130662890138667,0.181876323784125,0.179146275995587
0.214110303463982,0.162881943671824,0.217476534356676,0.147176859436299,0.261586317535693,0.222469031671807
0.239487648669496,0.213678913630638,0.257820779944232,0.232578700562435,0.28358013113052,0.233071308950818
0.27383570710342,0.239307304498119,0.314490579867076,0.250513744823563,0.316640545978037,0.307463928359722
0.352466145152563,0.274497649199854,0.414238246642051,0.273953345691319,0.315125479990731,0.358966231506353
0.30044137235836,0.345280380116154,0.35977716863226,0.333987086030549,0.21299510991045,0.312544669915708
0.274186243763341,0.306143614466718,0.341175879383831,0.309667158761531,0.21519636768016,0.297816528576887
0.204047007526377,0.269672614519837,0.277887709730009,0.250825480320943,0.221299258855444,0.231922211705337
0.177997283860888,0.205476964626757,0.18904534211085,0.233433338645956,0.24700726474191,0.202170714565037
0.258948675371035,0.180189190929803,0.283603546625184,0.197606655459706,0.272141713594607,0.258033956352376
0.227667951488162,0.259258376366508,0.251435766373419,0.259426149768066,0.230752555773059,0.254871615590018
0.211994160900141,0.229113576502178,0.234337437169755,0.224781346612333,0.114210055714703,0.235282076854269
0.135922156522882,0.206910181539003,0.187307839310456,0.228924197233778,0.100440278298684,0.149117433410584
0.149278647943665,0.147948928306673,0.131872891041317,0.18839003873931,0.178113045077759,0.133358984108529
0.137288807452814,0.148988875291865,0.137352343777961,0.106858368202409,0.384188183189014,0.163110782061252
0.349870956176793,0.141777665610988,0.3620747472603,0.191268751346255,0.33726100477654,0.394722848208924
0.322351217480052,0.335236690899685,0.367899891476928,0.385648329103944,0.365825701204514,0.341860327095257
0.318786296503872,0.341250911773112,0.369298475686852,0.329839977004044,0.311770792256088,0.339966942802133
0.291717623737079,0.32328576723935,0.406226423650374,0.374743806364024,0.133720872619339,0.294219073245933
0.144027813837057,0.284468255113065,0.170563981183602,0.320718005748791,0.133986046989565,0.149579873889244
0.156221956754104,0.139642294142294,0.176569979074007,0.143558602569415,0.19985570521511,0.182608312608998
0.11543934091019,0.171210151345141,0.137396249486097,0.146625481917914,0.191968140671005,0.142264930849171
0.142686128316425,0.109204527746644,0.0939008796297283,0.149173985456065,0.135046683402877,0.188277562851631
0.109361531320259,0.141510525288808,0.10714529469154,0.122400343248686,0.163187003787634,0.114268228734176
0.123252493175853,0.109866977718422,0.109416632821605,0.12877480447415,0.0723455190899994,0.111738025745005
0.135977181437163,0.124610503069972,0.122465463041892,0.120949906156319,0.103500425580324,0.116444783090461
0.173438937354595,0.13536358876238,0.154644927804403,0.142141061633278,0.124757506009272,0.150287401980428
0.155489357796282,0.173018677446541,0.150744890112027,0.160394726768134,0.160623620426296,0.134556162027816
0.135197109118937,0.154265690901053,0.130336927823642,0.129343330480693,0.0392224780650801,0.166600625658337
0.0807031329981814,0.134857111778631,0.0801765989533071,0.121489455306907,0.0529900731077065,0.105189736311015
0.0875353969373805,0.0830862610247378,0.0708906184320837,0.0773843144763523,0.242996946256876,0.106147974724008
0.133660600113007,0.0920933216315909,0.112524685720311,0.0899742472945873,0.112840832507349,0.174431064565147
0.143964441027507,0.134574416974652,0.107492669739171,0.10950033836518,0.1019857231203,0.146282410956039
