"ARIMA","ARIMAX","ETS","ADL","VAR","FAVAR"
0.144917360130642,0.165993457910297,0.139389996428215,0.191895675074204,0.309064853916027,0.154443071917464
0.229985116313555,0.149535203245483,0.230828949052004,0.169081781029239,0.278414721741499,0.241139547896682
0.228355221381494,0.212120259773711,0.267188783012713,0.232766895504717,0.220090910376577,0.240019694976754
0.211336604792915,0.224817165734908,0.220045826001584,0.24188273345996,0.189012887651064,0.184014900572311
0.147455962107645,0.214309039973587,0.189421092294124,0.207827830777329,0.0944040849589921,0.14913056840275
0.0834152706558734,0.162172826420975,0.0832673185394395,0.179598119267316,-0.0288321985059173,0.0832104599172558
0.0821964531116919,0.0998808018814017,0.048430757295523,0.127353362123917,0.0526691387016377,0.0570981557331259
0.101007007103404,0.0858204641190665,0.0740471680427218,0.0710028608166316,0.211438093430655,0.103886296394027
0.158381150003204,0.0978421522450813,0.118042678274544,0.111813614339741,0.110421571678853,0.167394825282332
0.131364896940078,0.145786220256351,0.119777845532112,0.145537579291828,0.0408454155155952,0.133497029327729
0.153879666536185,0.134367671959156,0.150977875547414,0.148382173052408,0.200348132408829,0.147816528215922
0.164218488807002,0.149790271274069,0.172790644682762,0.160981205129805,0.172731629222022,0.160681580495455
0.153133565903637,0.161201136500258,0.15226006951844,0.179607011828007,0.163106004067985,0.152565206039748
0.16899093891472,0.154822271152017,0.178380693435591,0.165764791214201,0.17187027017188,0.173549858391117
0.15626097766089,0.166021778654524,0.164850737456394,0.172147946311932,0.179326454067816,0.172764031399125
0.149198179417142,0.158307844273921,0.143586327584321,0.163304998025814,0.0805656601405331,0.151763373712189
0.127797169450007,0.15110715806489,0.132007114162,0.150775046198541,0.0840488886924065,0.128780267462184
0.138470298833304,0.132672207226668,0.126387719023942,0.123945345259568,0.199897653874367,0.143094075991766
0.165645636983954,0.137257348878768,0.158769040017413,0.141991488507517,0.196254745429283,0.171012197647567
0.206122042552549,0.15970007801436,0.212291592808967,0.15170506086645,0.247671770127025,0.204585521953476
0.233686097470751,0.196513960011212,0.253699463901587,0.191972608764024,0.288478497705804,0.242832851450054
0.267318803063496,0.226138960721717,0.308910740288891,0.229331306756323,0.313450847137517,0.294765272265602
0.339032627478758,0.259082578597524,0.404130266891455,0.268956857793851,0.295561362504919,0.354072225893993
0.289456907910461,0.323559859508366,0.363786064954386,0.327111164774526,0.228658701859695,0.310819828915759
0.275142052913449,0.296162609772969,0.343418105142995,0.296536548454614,0.218231431687857,0.288647864314272
0.213423447932792,0.279315547880394,0.284252579876078,0.28204710051849,0.207805232432183,0.231816755914968
0.182258880562399,0.226325980111609,0.198446656643538,0.247918430588548,0.255919151253601,0.18805480556401
0.248268446782872,0.190618525877909,0.275530476361605,0.199780244261816,0.280520354599823,0.266632866422838
0.2285489708969,0.237006442622006,0.25362774924256,0.248863469175911,0.232565430307274,0.253161903938567
0.224604817240695,0.230209390339879,0.236149421253527,0.217837519972013,0.144919207713818,0.240477914833644
0.147507773396828,0.225708653863672,0.1919086560179,0.22563333218382,0.107680940606746,0.154982144966565
0.143910017941419,0.162847768534608,0.137632979323273,0.187345146274143,0.154832043653584,0.129562345552536
0.139286594445114,0.147550413978948,0.137388299747702,0.145886547582368,0.388824490289344,0.155203670629721
0.32930636241548,0.140882773197713,0.340314858123541,0.166546150385599,0.340651736929951,0.37173290852522
0.315526041543269,0.292018373766512,0.365185551954296,0.319487886306532,0.344701614325775,0.332738184710661
0.309437736470604,0.311257820916019,0.368894180338002,0.320991342548873,0.32567264010357,0.339576016107257
0.289786776069657,0.309784682260231,0.40254890617706,0.334639394975365,0.152111976278351,0.305888273570255
0.152739646403246,0.293623096976919,0.193477189172806,0.331800891448811,0.160996206620948,0.170309860750241
0.163107400330541,0.179190629382223,0.178233369468315,0.192917398748188,0.224680484604069,0.177838031482515
0.122079447727874,0.165984955279388,0.141420624066042,0.179723104404985,0.195908407303079,0.140729470781865
0.154885983679363,0.130048069151443,0.0985838519962644,0.160528851174467,0.112725092180576,0.171514971841053
0.105045187459249,0.150341703406547,0.106289769623112,0.130446582446391,0.161794039681265,0.116808737893535
0.133894749728372,0.1134031438198,0.109099647415413,0.132230212738577,0.100797603263436,0.144907355965606
0.139031906466848,0.130095289166749,0.121139291964035,0.123311176622576,0.11920687313325,0.135601077441372
0.154179733677601,0.137372598551805,0.151332301652897,0.137125024580335,0.118412292590761,0.159233480980687
0.153277953370802,0.151065951480243,0.150801187983324,0.155169950339846,0.153595421410475,0.152121054237139
0.133955228537848,0.152867301335846,0.132356198599346,0.137238804012718,0.0524523281942894,0.15906988431784
0.0914773431365885,0.137464084330393,0.0853261725627029,0.119621648995745,0.0555932134331458,0.103224683097244
0.0958921503761455,0.0999549634506847,0.0723108544931837,0.0914136854920592,0.250218306521666,0.108581112397568
0.130600648729255,0.0966374609195066,0.108548982156305,0.0937915839383173,0.0976722930031398,0.172999950221053
0.13052437055179,0.12432683681015,0.107594817628948,0.0993367151214163,0.0794433598754895,0.15068475386204
0.109061547049099,0.129383222981574,0.0921233796871435,0.0993791131160729,0.0174358321482468,0.13503050080865
0.0734175757566154,0.112815874059897,0.058874715023734,0.0763235496126027,0.0237430064389665,0.0649130161180497
0.086431509987007,0.080658328607865,0.0544374215696547,0.0328048675992898,0.0887373975436239,0.122621160898751
0.112022932292493,0.0853707470876597,0.0838997310173305,0.0511484904964932,0.214580322983143,0.120353369995362
0.136440652488531,0.107110046646685,0.111573120547411,0.0830048014023637,0.148304279860945,0.157273311686521
0.179212957856975,0.131075671285627,0.173078404080799,0.105304837471168,0.150506560315747,0.181923443715291
0.204303398990712,0.170520583886066,0.219701247039339,0.147199069712968,0.178382742500255,0.238264121164876
