"V1","V2","V3","V4","V5"
0.18205762922966,0.169799315157632,0.192317058417406,0.196464939667312,0.205193381881249
0.20014353066663,0.177367731781593,0.212941459260738,0.213985923430872,0.23175368107913
0.205364806576673,0.191342360001156,0.223709947768772,0.220343279106227,0.243358185235338
0.188232096979878,0.199938328081045,0.209526824339755,0.203090275737338,0.218563188747788
0.148946971832443,0.192473004190684,0.164253612041747,0.162044768753924,0.163634096651595
0.114196559581005,0.165704071277991,0.113718783202008,0.119916922419618,0.108566990211398
0.102112581355206,0.134020080469296,0.0855933020937572,0.101295284734713,0.0888408427755858
0.111967312003377,0.114673132049659,0.0848390703753723,0.107979857789206,0.0994716270566191
0.126336008857574,0.113486039043508,0.100439207272176,0.123175153566475,0.116519861682667
0.140482361383992,0.121709308729678,0.123584026105002,0.139208756580738,0.132127092601304
0.15151579549847,0.133452676992317,0.144892489661387,0.151512219308941,0.140791395906598
0.158341268814214,0.144434429113363,0.158966195608991,0.160776854786561,0.149286881439193
0.158323163698293,0.152807619474741,0.163124986099305,0.164393779328065,0.153874883927981
0.158848549303566,0.155935830623715,0.164241236337046,0.167910606931962,0.161483714771984
0.152778708145554,0.157905700016707,0.156689634312479,0.1630385861632,0.159471951390493
0.147330088869982,0.154559399431601,0.147290097594472,0.155652566113803,0.149006001171891
0.141226662531802,0.150061678727975,0.138829914776616,0.146348070435438,0.137122173398582
0.152341068444077,0.144767475326673,0.147506331849816,0.151171067780607,0.138117167209977
0.171964408522569,0.149583435721937,0.171636933965389,0.171535936093685,0.154912380278914
0.20202448897518,0.163231734791565,0.209936274030328,0.205879020015382,0.189714901561512
0.238961634919231,0.186823836206658,0.263239337026703,0.251184390525411,0.235475458258247
0.273252376949831,0.218816159937004,0.314922677147843,0.295415060512051,0.277580212826365
0.29150914045184,0.252347261563194,0.348631601904661,0.322343957470917,0.299718257354256
0.281388014136172,0.276436782727504,0.3475936114699,0.316989231994337,0.289408304772645
0.259128357450539,0.279086739346008,0.322098444159354,0.292125544150146,0.262581061842048
0.232068756854147,0.26643797147486,0.284095390013085,0.260330472693045,0.232786671431022
0.220854814937881,0.245033123961614,0.257458510105992,0.24376293389743,0.219996176783065
0.220284179574272,0.230207256476698,0.2482480663281,0.24320774288489,0.223897190023072
0.220627367390029,0.224252661902519,0.244180636967239,0.244769201665521,0.231040032425514
0.199903773705524,0.222202169605065,0.222519936607701,0.224979402896509,0.214139746355032
0.175502616086615,0.208533148693896,0.193223217980545,0.19463549499546,0.186411562273431
0.170426223171579,0.188196980018769,0.1820783388838,0.180846526897983,0.175204395188043
0.206951605748492,0.177460498507103,0.21651681041709,0.212527585056106,0.206542526751779
0.260601189374018,0.195920304948184,0.282902324033443,0.273992536051852,0.267986375233887
0.287806936084718,0.23604273391646,0.330130664270384,0.316344456467053,0.310495319007919
0.285256807399793,0.268061319989584,0.345760375974518,0.324053092892348,0.319458500528527
0.249025677954907,0.278549801152453,0.313815879648531,0.28918701193429,0.287051506390828
0.20365831478886,0.259728169816843,0.251157272619764,0.233967397418367,0.235360259073989
0.168167870902157,0.224790068307968,0.194768580934615,0.186513419554101,0.19341086426198
0.145636535077588,0.189393304219129,0.14894380862199,0.155971269276418,0.164889162716003
0.133857602306517,0.162215982736346,0.12137025573975,0.139014180876496,0.14543533013265
0.126712732861636,0.144747320030797,0.109841617947798,0.130077526297872,0.133362979010999
0.133601807479007,0.13366205909332,0.115430053738963,0.134325825162841,0.130763688482179
0.141793542429825,0.133751984263179,0.12871529642567,0.143043656639988,0.135840679172458
0.143805354843046,0.13900785547647,0.135356265024487,0.146100739412175,0.137368800835723
0.137148243269022,0.14212124019738,0.132172422249036,0.141262024003915,0.134087229923865
0.125149451944124,0.138949788135544,0.118997877099586,0.129255311325833,0.118382296115471
0.115152019107948,0.130230876739386,0.103461348928711,0.117699563810059,0.101807210594535
0.108978037523695,0.120733461754154,0.0919280830998149,0.111771126140094,0.094665920636327
0.11466369283275,0.113516366015625,0.0941219611465645,0.116658732647837,0.100435879888407
0.114844562616781,0.114422064289911,0.0945755239711902,0.118163148227079,0.0988831287602228
0.104612416897733,0.114739995967452,0.0834429232923718,0.108365366911499,0.0831399651116266
0.0959235331815668,0.108450410742699,0.0744754930713517,0.0967467530491247,0.06746621354375
0.0982618795667843,0.100625156250788,0.0740793664422215,0.095653180066924,0.0649232024409673
0.115913052381933,0.0993108469411132,0.0913262044222344,0.111802886775656,0.0829512715347968
0.144779058430903,0.109679779106163,0.128512679858946,0.144578989714551,0.118083281409865
0.169648349900406,0.131657681865765,0.165203012725866,0.1744842484241,0.149082079602734
0.188926257197858,0.155303867534601,0.197701377530339,0.199909941853972,0.174062439489811
