"V1","V2","V3","V4","V5"
0.157124410907905,0.169159238328369,0.193521601668861,0.166880715482889,0.22780309336494
0.160178091097403,0.178326022826274,0.214738673539732,0.161398219640382,0.237579667387382
0.161831945457843,0.192509567413606,0.225728683134717,0.162655393813872,0.227399672261131
0.16078210533836,0.201868831623349,0.211123004482325,0.165772603136205,0.199729491460018
0.15678149807635,0.193648470527362,0.163281601291964,0.16532687045736,0.16652082181662
0.151204405825493,0.166708015967104,0.11264503374064,0.159653694470724,0.129898392848626
0.147931276920925,0.134148843717582,0.0831637741918775,0.15676618703409,0.119211247041504
0.147391145444541,0.114350791055967,0.0828146317884766,0.156407245343871,0.123110213343538
0.148695550324285,0.113223033563049,0.103693710258208,0.1597567091221,0.135627136055641
0.150299771623418,0.123432087594977,0.124860016710571,0.163041680022635,0.143277219077999
0.151969480118075,0.134243458467385,0.144272954244618,0.168534339395211,0.150162075588361
0.153548179804795,0.144037554771828,0.157482885938312,0.173649972494794,0.155521049412836
0.154269339014103,0.15103685549381,0.163254318519156,0.175213767014509,0.157433703624072
0.154756294754012,0.156068965295287,0.165004812189785,0.173654479790921,0.1562196834502
0.154468371449131,0.158059033026487,0.157434075025782,0.17084085803028,0.152412781804446
0.153314888073158,0.155442465160115,0.145085336602473,0.169727877067146,0.147275213180914
0.15244606973201,0.149340225469084,0.139069847355697,0.172998848652392,0.141705642438394
0.152842537647624,0.14502755961236,0.146580708594398,0.179888064605026,0.140710786088413
0.15499403394943,0.148915111858153,0.174889871236518,0.188912105773526,0.1396104768427
0.158719242600855,0.165065107977405,0.213199608982795,0.195388690286761,0.139257401725672
0.163172214373696,0.187978158333031,0.261954532023569,0.199501916762462,0.143003703014664
0.168636465458372,0.21927875644105,0.315404418356647,0.20209828935359,0.146588261196205
0.173257974728174,0.254241671373589,0.347382463523134,0.205220469442159,0.146862669131895
0.17410854204334,0.278024354232399,0.345448820107041,0.206994097115797,0.146629293221565
0.17359723697599,0.281477581977082,0.321010166915007,0.208882521447221,0.147981720023689
0.170766858480059,0.268799179945831,0.283343926960742,0.208484444479401,0.152338014417973
0.167346862027181,0.247594188515234,0.255937236058019,0.209526969657764,0.162274113537654
0.173702608323723,0.229003913087542,0.248589288988492,0.212619621351158,0.175071068315892
0.173973003667382,0.223538898965513,0.242428721523185,0.214637667796156,0.181080112271857
0.174021938370625,0.220249109281034,0.223679320643896,0.212979616131731,0.180472884009259
0.172644813927449,0.208363299095776,0.192231898709128,0.209111799674967,0.178637586155436
0.173982816410234,0.18930695493298,0.182668234361084,0.209643252509638,0.179581898944267
0.176252197754847,0.180107181689665,0.217876362097837,0.216524584529959,0.185931857122153
0.193343752838243,0.203275271271696,0.281944261023247,0.226619292928158,0.197975543367872
0.199255426462642,0.242231089933582,0.334156984922265,0.235272103330076,0.211273230664435
0.206619441446182,0.277406371839101,0.347043998615024,0.236433949777514,0.218667099864646
0.182508980005035,0.287598653298925,0.311418231843168,0.229926491077318,0.209516358726332
0.1973417280837,0.265166634633612,0.248599259594108,0.219121640239992,0.197422423381259
0.199589674174865,0.235304519148625,0.19324612018968,0.209777939685725,0.186331167120892
0.189325233427553,0.19927886896578,0.147206229559964,0.204475858223,0.178365176739188
0.18562762033899,0.171400686758334,0.121378002927989,0.199885147935237,0.173525813039764
0.181735720015677,0.152328012100641,0.111785761040049,0.195891987317532,0.16388726258037
0.180289103729447,0.143013406456282,0.114580876112749,0.193872478639313,0.151112380746386
0.179526904665437,0.141745666894347,0.127786257601954,0.194105978913347,0.149300670305623
0.179084373849121,0.147954172617255,0.136370110425936,0.196834600660168,0.15188972002069
0.177186208930114,0.152153657175812,0.131748244041019,0.20069161593469,0.141509149547766
0.175461523491972,0.149145577941895,0.119287788266641,0.207265294410245,0.123443080971037
0.173694593089051,0.140320241735408,0.102017150936005,0.210940535738659,0.110229526017438
0.172382776416229,0.129856770819044,0.0928880398409751,0.213794775125964,0.0989926142783581
0.171832821528809,0.1249132764541,0.0947758379089634,0.21516259790878,0.0953475053944532
0.170342405661766,0.124621783577203,0.0948571509102526,0.212611825133965,0.0838591848749854
0.0819581238500211,0.0941666784349246,0.0862783175038299,0.208775341944207,0.0582745306629924
